Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Axom Sarba Siksha Abhijan Mission,SS/CW/RETENDER/333/2023/39,2023_SSA_31975_41,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEE AND EMD,09-Aug-2023 04:00 PM,19-Aug-2023 03:00 PM,09-Aug-2023 04:00 PM,19-Aug-2023 02:00 PM,09-Aug-2023 04:00 PM ,10-Aug-2023 03:00 PM ,09-Aug-2023 04:00 PM,19-Aug-2023 02:00 PM,22-Sep-2023 12:00 PM,"1,44,560",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,446",Nil,Nil,Yes,MISSION DIRECTOR SAMAGRA SHIKSHA ASSAM,KAHILIPARA GUWAHATI-19,"Construction of teachers residential quarter in existing Adarsha Vidyalayas under Samagra Shiksha, Assam at Adarsha Vidyalaya, Chenga Musalmangaon under Chenga block in Barpeta district","Construction of teachers residential quarter in existing Adarsha Vidyalayas under Samagra Shiksha, Assam at Adarsha Vidyalaya, Chenga Musalmangaon under Chenga block in Barpeta district",Please refer Tender documents. ,NA ,"72,28,000",Civil Works - Building,NA ,Tender,180.0,180.0,CHENGA,781019.0,OFFICE OF THE MD SAMAGRA SHIKSHA ASSAM ,"OFFICE OF THE MD SAMAGRA SHIKSHA ASSAM, KAHILIPARA, GHY-19 ",10-Aug-2023 03:00 PM ,OFFICE OF THE MD SAMAGRA SHIKSHA ASSAM,No ,No,11-Jan-2024,"INR 6,505,200",300.0,Azim Hussain,11-Jan-2024 10:37 PM,AVChengaBarpeta.pdf (132.00 KB),195598.0,M/s Macrocosm Builders,INR,"6,505,200",19-Aug-2023 01:45 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,Finance,Admitted,22-Sep-2023 07:48 PM,,BOQ Comparative Chart,Executive Director,Internal,,"65,05,200.00",L1,22-Sep-2023 12:00 PM
,,,,,,,,,,,,,,,,.pdf,PRE QUALIFICATION DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Aug-2023 07:55 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,.pdf,SIGNED BID DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 12:02 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Aug-2023 09:59 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 12:36 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 12:07 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 11:21 AM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 11:50 AM,Accepted-AOC,Highest turnover,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 11:06 AM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 12:55 PM,Rejected-AOC,Non-responsive,02-Feb-2024 06:21 PM,,,,,,,,,"65,05,200.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2023 12:46 PM,Rejected-Technical,Non-responsive,22-Sep-2023 11:16 AM,,,,,,,,,"65,05,200.00",L1,
