Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Axom Sarba Siksha Abhijan Mission,CW/Tender/23-24/510/2023/130,2023_SSA_32174_15,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,29-Aug-2023 01:00 PM,11-Sep-2023 03:00 PM,29-Aug-2023 01:00 PM,11-Sep-2023 02:00 PM,29-Aug-2023 01:00 PM ,29-Aug-2023 03:00 PM ,29-Aug-2023 01:00 PM,11-Sep-2023 02:00 PM,14-Nov-2023 11:00 AM,"3,22,200",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"3,222",Nil,Nil,No,"MD, Samagra Shiksha, Assam","O/o The MD, Samagra Shiksha, Assam, Kahilipara, Ghy-19",Construction of additional classroom in the following schools Simulbari Higher Secondary School under Lakhipur block 3nos Joybhum Kamakhyabari High School under Lakhipur block 3nos Chunari Hs School under Lakhipur block 3nos in Goalparara district,Construction of additional classroom in the following schools Simulbari Higher Secondary School under Lakhipur block 3nos Joybhum Kamakhyabari High School under Lakhipur block 3nos Chunari Hs School under Lakhipur block 3nos in Goalparara district,Please refer Tender documents. ,NA ,"1,61,10,000",Civil Works - Building,NA ,Tender,180.0,180.0,Goalpara,781019.0,"O/o The MD, Samagra Shiksha, Assam, Kahilipara ","O/o The MD, Samagra Shiksha, Assam, Kahilipara, Ghy-19 ",29-Aug-2023 03:00 PM ,"O/o The MD, Samagra Shiksha, Assam, Kahilipara",No ,No,04-Feb-2024,"INR 14,499,000",180.0,Azim Hussain,04-Feb-2024 11:36 AM,MirNasiruddinAhmed.pdf (358.00 KB),200239.0,MIR NASIRUDDIN AHMED,INR,"14,499,000",09-Sep-2023 10:46 PM,Rejected-AOC,Non-responsive,04-Feb-2024 12:37 PM,Finance,Admitted for financial evaluation,15-Nov-2023 06:00 PM,,BOQ Comparative Chart,Executive Director,Internal,,"1,44,99,000.00",L1,14-Nov-2023 11:00 AM
,,,,,,,,,,,,,,,,.pdf,Pre-qualification documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 10:24 AM,Rejected-Technical,Non-responsive,11-Nov-2023 03:44 PM,,,,,,,,,"1,44,99,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 11:51 AM,Rejected-AOC,Non-responsive,04-Feb-2024 12:37 PM,,,,,,,,,"1,44,99,000.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Sep-2023 02:25 PM,Rejected-AOC,Non-responsive,04-Feb-2024 12:37 PM,,,,,,,,,"1,44,99,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 11:48 AM,Accepted-AOC,Highest turnover,04-Feb-2024 12:37 PM,,,,,,,,,"1,44,99,000.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 02:22 AM,Not Admitted-Finance,Others-Not qualified as per technical specifications,15-Nov-2023 06:00 PM,,,,,,,,,"1,44,99,000.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Sep-2023 11:20 AM,Rejected-Technical,Non-responsive,11-Nov-2023 03:44 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 10:44 AM,Rejected-AOC,Non-responsive,04-Feb-2024 12:37 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2023 11:40 AM,Rejected-AOC,Non-responsive,04-Feb-2024 12:37 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
