Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-II/46/2024/ 2 Dated Guwahati the 14th March, 2024",2024_PWBNH_37450_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Mar-2024 09:00 AM,12-Apr-2024 02:30 PM,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,NA ,NA ,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,23-Jul-2024 12:10 PM,"5,32,502",Yes,percentage,2.0%,Nil,Nil,1.0,Corrigendum,Technical Bid,,SBI Bank,"5,400",Nil,Nil,No,"Spl. CE, PWD(Bldg) (H AND E), Assam, Chandmari-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24",Please refer Tender documents. ,NA ,"2,66,25,100",Civil Works - Building,NA ,Tender,180.0,545.0,Jalukbari,781013.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,27-Sep-2024,"INR 22,751,100",545.0,Nayan Jyoti Barman,27-Sep-2024 05:06 PM,WO_AssamEngineering.pdf (584.00 KB),232390.0,DIPANKAR BORA,INR,"22,751,100",12-Apr-2024 12:45 PM,Accepted-AOC,Work Order Issued,27-Sep-2024 05:06 PM,Finance,Summary,23-Jul-2024 12:22 PM,finance_60957.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,"2,51,60,187.63",L2,23-Jul-2024 12:10 PM
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 01:02 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,"2,27,51,100.00",L1,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 12:40 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,"2,81,69,355.00",L3,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 11:13 AM,Rejected-AOC,L2,27-Sep-2024 05:06 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 11:02 AM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 12:51 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 11:29 AM,Rejected-AOC,L3,27-Sep-2024 05:06 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Apr-2024 01:57 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Apr-2024 08:30 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
