Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank
Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,ASU/PBM/2023/29,2024_SEEDE_36652_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical documents,27-Feb-2024 09:00 AM,19-Mar-2024 02:30 PM,27-Feb-2024 09:00 AM,19-Mar-2024 02:00 PM,27-Feb-2024 10:00 AM ,09-Mar-2024 05:00 PM ,16-Mar-2024 02:00 PM,19-Mar-2024 02:00 PM,"25,000",No,fixed,,Nil,Nil,1.0,BoQ Corrigendum,BOQ,,SBI Bank,"2,000",Nil,Nil,No,Registrar,"3rd Floor, DECT Complex, Rehabari, Guwahati-781008",Branding Activities and Publicity Plan,Empanelment of Agency for Branding Activities and Publicity Plan on Rate Contract Basis,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,365.0,Guwahati,781008.0,NA ,NA ,NA ,Online,No ,No,1.0,17-Jul-2024,INR 0,365.0,Paran Gogoi,24-Jul-2024 12:03 PM,signed_contracts.pdf (5987.00 KB),230320.0,B P Enterprise,INR,0.0,19-Mar-2024 12:46 PM,Accepted-AOC,PBG received. Rate contract awarded.,24-Jul-2024 12:03 PM,Finance,Proposals opened,19-Mar-2024 02:37 PM,,BOQ Comparative Chart,Prof. Dept of IT,Internal,,"24,98,806.05",
,,,,,,,,,,,,,,,,.pdf,Technical forms,,,,,,,,,,,,,,,2.0,Response to query,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230238.0,Exclusive Advertising Private Limited,INR,0.0,19-Mar-2024 01:31 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,"8,61,531.45",
,,,,,,,,,,,,,,,,.pdf,Price bid form,,,,,,,,,,,,,,,3.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230233.0,Expression 360 Services India Pvt. Ltd.,INR,0.0,19-Mar-2024 01:31 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,"15,32,458.92",
,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Mar-2024 08:11 PM,Accepted-AOC,PBG received.Rate contract awarded.,24-Jul-2024 12:03 PM,,,,,,,,,"26,63,893.72",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Mar-2024 12:21 PM,Accepted-AOC,PBG received. Rate contract awarded.,24-Jul-2024 12:03 PM,,,,,,,,,"10,14,012.89",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Mar-2024 04:57 PM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,"12,60,944.46",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Mar-2024 01:45 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,"27,32,823.36",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Mar-2024 11:51 AM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Mar-2024 12:15 PM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Mar-2024 12:34 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,,
