Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,2023_PWD_33321_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,28-Oct-2023 04:00 PM,10-Nov-2023 11:00 AM,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,NA ,NA ,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,26-Dec-2023 05:55 PM,"93,200",Yes,fixed,,Nil,Nil,1.0,SBI Bank,900.0,Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Guwahati-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",Package No.Karimganj/MMPNA/BUG/02 Repair/ Renovation of BUG Bridge No. 1/1 on F.N Road to Prasharpur at Ch. 550.00 m for the year 2023-24 under MMPNA,Package No.Karimganj/MMPNA/BUG/02 Repair/ Renovation of BUG Bridge No. 1/1 on F.N Road to Prasharpur at Ch. 550.00 m for the year 2023-24 under MMPNA,Please refer Tender documents. ,NA ,"46,60,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Karimganj,788710.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,20-Mar-2024,"INR 4,660,000",180.0,CHANDAN KUMAR DAS,20-Mar-2024 02:56 PM,WO_KRMGNJNRTHBUG.pdf (689.00 KB),209399.0,M/S. F.F.TRADING,INR,"4,194,000",08-Nov-2023 11:19 PM,Rejected-AOC,L4,20-Mar-2024 02:56 PM,Finance,Summary,26-Dec-2023 06:26 PM,finance_53776.pdf,BOQ Comparative Chart,CE PWD(Roads),Internal,,"46,59,998.50",L7,26-Dec-2023 05:55 PM
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 01:11 PM,Rejected-AOC,L7,20-Mar-2024 02:56 PM,,,,,,,,,"41,94,000.00",L5,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 07:04 AM,Rejected-AOC,L5,20-Mar-2024 02:56 PM,,,,,,,,,"41,93,999.64",L2,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:30 PM,Rejected-AOC,L6,20-Mar-2024 02:56 PM,,,,,,,,,"39,47,020.30",L1,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:13 AM,Accepted-AOC,Work Order Issued,20-Mar-2024 02:56 PM,,,,,,,,,"41,93,999.99",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 01:45 PM,Rejected-AOC,L1,20-Mar-2024 02:56 PM,,,,,,,,,"41,94,000.01",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 01:44 PM,Rejected-Technical,Technically Non-Responsive,26-Dec-2023 05:50 PM,,,,,,,,,"41,93,999.83",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 01:01 PM,Rejected-AOC,L3,20-Mar-2024 02:56 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 02:33 PM,Rejected-Technical,Technically Non-Responsive,26-Dec-2023 05:50 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
