Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,2023_PWD_33321_25,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,28-Oct-2023 04:00 PM,10-Nov-2023 11:00 AM,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,NA ,NA ,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,12-Dec-2023 06:35 PM,"1,62,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,600",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Guwahati-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3","Package No.Hailakandi-MMPNA-BUG-03 Repair/Rehabilitation of BUG Bridge (1) Br. No 8/1 on Dholaimolai Pt-IX (Block Boundary) to 05T2 (NH-154) Road, (2) Br. No 1/1 on Dholaimolai Pt-IX (Block Boundary) to 05T2 (NH-154)NH-154 to Dholai Molai PMGSY Road","Package No.Hailakandi-MMPNA-BUG-03 Repair/Rehabilitation of BUG Bridge (1) Br. No 8/1 on Dholaimolai Pt-IX (Block Boundary) to 05T2 (NH-154) Road, (2) Br. No 1/1 on Dholaimolai Pt-IX (Block Boundary) to 05T2 (NH-154)NH-154 to Dholai Molai PMGSY Road",Please refer Tender documents. ,NA ,"81,00,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Hailakandi,788151.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,14-Feb-2024,"INR 8,100,000",180.0,CHANDAN KUMAR DAS,14-Feb-2024 06:07 PM,WO_Hailakandi-03.pdf (604.00 KB),208987.0,GLOBAL CONSTRUCTION,INR,"7,290,000",08-Nov-2023 09:28 AM,Rejected-Technical,Technically Non-Responsive,12-Dec-2023 06:33 PM,Finance,Summary,13-Dec-2023 01:56 PM,finance_53774.pdf,BOQ Comparative Chart,CE PWD(Roads),Internal,,"72,90,000.00",L1,12-Dec-2023 06:35 PM
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:46 PM,Rejected-AOC,L1,14-Feb-2024 06:07 PM,,,,,,,,,"72,90,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 04:00 PM,Accepted-AOC,Work Order Issued,14-Feb-2024 06:07 PM,,,,,,,,,"72,90,000.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 11:46 AM,Rejected-Technical,Technically Non-Responsive,12-Dec-2023 06:33 PM,,,,,,,,,"72,90,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 03:00 PM,Rejected-Technical,Technically Non-Responsive,12-Dec-2023 06:33 PM,,,,,,,,,"72,90,000.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 08:42 PM,Rejected-AOC,L1,14-Feb-2024 06:07 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 01:23 PM,Rejected-AOC,L1,14-Feb-2024 06:07 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 09:34 AM,Rejected-Technical,Technically Non-Responsive,12-Dec-2023 06:33 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 09:20 PM,Rejected-AOC,L1,14-Feb-2024 06:07 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
