Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,CE/Maint/MMPPNA/01/2023-24/1,2023_PWD_34775_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Information,18-Dec-2023 02:00 PM,02-Jan-2024 11:00 AM,18-Dec-2023 02:00 PM,01-Jan-2024 02:00 PM,18-Dec-2023 02:00 PM ,30-Dec-2023 12:00 PM ,18-Dec-2023 04:00 PM,01-Jan-2024 02:00 PM,19-Feb-2024 10:00 AM,"4,11,000",Yes,fixed,,Nil,Nil,1.0,Maint/MMPPNA/2023-24/150,Date,,SBI Bank,"4,100",Nil,Nil,No,Chief_Engineer_PWD_Roads,O/o The CE PWD (Roads) Assam Chandmari Ghy 3,Maint/MMPPNA/2023-24/150,"Construction of Road from Sonarigaon to Bechamari Road ,Bordowa Batamari( Dhupaguri to Batabari) (L 0.95Km) from Ch. 0.00m to 950.00m, Kodomoni Solapathar ( Kodomoni to DimDumia) from Ch. 0.00 m to 1000.0 m including Routine maintenance for Four",Please refer Tender documents. ,NA ,"2,05,47,000",Civil Works – Roads,NA ,Rate Contract,180.0,360.0,Nagaon,782002.0,NA ,NA ,NA ,O/o The CE PWD (Roads) Assam Chandmari Ghy 3,No ,No,1.0,18-Apr-2024,"INR 18,585,700",360.0,Nabin Ch. Doloi,18-Apr-2024 01:47 PM,FWO_150.pdf (575.00 KB),Awarded Cost of Contract,218034.0,SRI PALLAB JYOTI BORA,INR,"18,585,700",30-Dec-2023 12:44 PM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,Finance,Recommended by BEC,18-Apr-2024 01:41 PM,,BOQ Comparative Chart,Chief_Engineer_PWD_Roads,Internal,AEE_Maint_Cell_EE_Maint_Cell_Chief_Engineer_PWD_Roads,"1,76,51,700.00",L1,19-Feb-2024 10:00 AM
,,,,,,,,,,,,,,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Dec-2023 02:48 AM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Dec-2023 02:34 AM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Dec-2023 10:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2024 05:24 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Dec-2023 11:37 PM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jan-2024 03:30 AM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Dec-2023 03:00 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2024 05:24 PM,,,,,,,,,"1,76,51,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Dec-2023 07:00 PM,Rejected-Finance,Rejected by BEC,18-Apr-2024 01:45 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Dec-2023 10:51 PM,Accepted-AOC,Accepted by BEC,18-Apr-2024 01:47 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
