Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
National Health Mission||State Programme Management Unit - NHM,NHM-32042/6/2022-CONS-NHM,2023_NHM_31528_25,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,06-Jul-2023 06:00 PM,25-Jul-2023 03:30 PM,06-Jul-2023 06:00 PM,24-Jul-2023 02:00 PM,NA ,NA ,06-Jul-2023 06:00 PM,24-Jul-2023 02:00 PM,28-Aug-2023 06:45 PM,"1,04,060",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,500",Nil,Nil,No,"MD, NHM, ASSAM","O/O MD, NHM, ASSAM",Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,CACHAR,788001.0,NA ,NA ,NA ,"O/O MD, NHM, ASSAM",No ,No,04-Jan-2024,"INR 4,786,760",180.0,Dipjyoti Deka,04-Jan-2024 12:02 PM,Latimarawo.pdf (2860.00 KB),WORK ALLOTED,192985.0,Atikur Rahman Laskar,INR,"4,786,760",24-Jul-2023 01:36 PM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,Finance,FINANCIAL BID OPENED,04-Jan-2024 11:46 AM,,BOQ Comparative Chart,ED,Internal,SE CON FA DF AMD,"52,03,000.00",L5,28-Aug-2023 06:45 PM
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 05:04 PM,Rejected-Finance,L2,04-Jan-2024 12:01 PM,,,,,,,,,"51,50,970.00",L2,
,,,,,,,,,,,,,,,,.pdf,EMD AND TENDER FEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 07:18 PM,Accepted-AOC,L1,04-Jan-2024 12:03 PM,,,,,,,,,"47,86,760.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 10:39 AM,Rejected-Finance,L5,04-Jan-2024 12:01 PM,,,,,,,,,"52,00,000.00",L3,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Jul-2023 09:25 PM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,,,,,,,,,"52,01,000.00",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 10:32 PM,Rejected-Finance,L3,04-Jan-2024 12:01 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 05:18 PM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 11:04 PM,Rejected-Finance,L4,04-Jan-2024 12:01 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 05:01 PM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-2023 10:51 AM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Jul-2023 01:20 PM,Rejected-Technical,NOT ADMITED,28-Aug-2023 06:44 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
